filepath,instrument_label,context_label,is_augmented,original_file,sample_rate,meta_sample_rate,duration_sec,meta_duration,rms_energy,zcr,spectral_centroid,spectral_bandwidth,rolloff,spectral_flatness,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N2-B3_S2.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N2-B3_S2.mp3,44100,44100,1.9853061224489796,1.98530612244898,0.029645788,0.030034974563953487,745.7377176239629,782.9875425008281,1150.6492437318313,0.021815276,-676.8999,99.204056,81.07717,62.01996,44.165306,23.844091,0.37100327,-20.030592,-29.948505,-29.342314,-25.533743,-23.776842,-21.830158
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N2-E4_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N2-E4_S1.mp3,44100,44100,1.4628571428571429,1.4628571428571429,0.056438334,0.029062346210629923,872.636244547496,969.5663418041071,1658.904404527559,0.016614206,-606.9241,89.78411,62.9159,29.861942,1.9361023,-13.929216,-17.78215,-15.279807,-13.462386,-16.359184,-23.01667,-28.902918,-29.519594
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N2-E4_S2.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N2-E4_S2.mp3,44100,44100,1.4889795918367348,1.4889795918367348,0.044080116,0.03330910852713178,982.2015743713143,1013.6196002172017,1694.9468568313953,0.018299509,-615.5289,81.18806,56.288353,25.870514,0.53188896,-13.401121,-16.274387,-13.67093,-12.274857,-15.672975,-22.590487,-28.418226,-28.808907
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N3-D4_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N3-D4_S1.mp3,44100,44100,1.8546938775510204,1.8546938775510204,0.048002485,0.023321533203125,598.4912117894303,645.4912717644601,895.1083374023438,0.013282707,-621.1288,106.201744,77.16029,46.8102,21.885983,3.5727634,-10.057347,-20.115948,-26.501947,-29.571619,-29.643469,-25.517698,-17.159962
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N3-G4_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N3-G4_S1.mp3,44100,44100,1.436734693877551,1.436734693877551,0.078380615,0.027910786290322582,793.1097018934955,790.9689034214317,1489.0904580393146,0.0120987985,-590.4605,85.75147,61.18312,28.321896,-3.7540689,-27.204004,-37.93766,-36.593407,-27.711502,-17.550364,-11.490345,-12.055804,-18.256712
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N3-G4_S2.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N3-G4_S2.mp3,44100,44100,1.28,1.28,0.06508211,0.027603286880630632,805.9001371889154,757.1978491053636,1374.827122043919,0.011132334,-608.95685,83.33886,59.856564,28.523916,-2.123489,-24.600983,-35.00294,-34.084293,-26.202608,-17.191366,-12.055925,-13.0203285,-18.946869
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-A4_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-A4_S1.mp3,44100,44100,1.4889795918367348,1.4889795918367348,0.04321207,0.032094083091085274,925.6189500305697,881.4429453104592,1716.8139080668604,0.017172331,-642.6799,97.33347,61.96379,18.316423,-18.633467,-39.114643,-41.844856,-32.796448,-20.935474,-13.638486,-13.903511,-19.982014,-26.873772
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-A4_S2.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-A4_S2.mp3,44100,44100,1.3844897959183673,1.3844897959183673,0.044323124,0.0285400390625,740.768953113959,693.1060616097833,1249.822998046875,0.016479822,-641.2672,100.323715,65.70972,21.949492,-16.607424,-39.485252,-43.809017,-34.47562,-20.969755,-12.416172,-13.241858,-21.497368,-30.476643
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-E4_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-E4_S1.mp3,44100,44100,1.3844897959183673,1.3844897959183673,0.08965992,0.04661865234375,1146.1123426327695,822.3043507088377,1625.39794921875,0.03863891,-550.54816,95.291275,57.468678,24.723608,7.0130033,-4.363073,-16.92352,-25.707083,-24.26069,-17.524105,-16.47846,-23.610912,-30.311663
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-E4_S2.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-E4_S2.mp3,44100,44100,1.933061224489796,1.933061224489796,0.095784225,0.051950785928143714,1365.6718861694005,876.2890336394403,1939.0198119386228,0.08710576,-543.8278,95.12785,47.983067,16.734089,8.229935,0.23986414,-16.947855,-27.765768,-21.298021,-10.969002,-14.169122,-27.403934,-34.059326
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N5-C5_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N5-C5_S1.mp3,44100,44100,1.4106122448979592,1.4106122448979592,0.1342261,0.03745357325819672,944.1637074264511,798.4561693144346,1608.2831711065573,0.014128527,-545.59454,70.11629,39.57265,7.8461185,-15.467045,-30.449467,-38.738228,-39.60375,-34.81823,-30.556921,-29.673018,-25.639135,-9.949679
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N5-C5_S2.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N5-C5_S2.mp3,44100,44100,1.2277551020408164,1.2277551020408164,0.110968426,0.03229565890330189,948.4803200400295,917.0372825359743,1638.758015182783,0.010090291,-548.9293,64.167564,30.122192,4.7771626,-10.799814,-25.775242,-40.95465,-43.718952,-32.457993,-24.138113,-25.538095,-23.294094,-5.1025047
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N5-G4_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N5-G4_S1.mp3,44100,44100,1.750204081632653,1.750204081632653,0.101599135,0.045756156870860924,1151.873520966102,766.474370264658,1727.7899937913908,0.026365565,-527.8425,115.847824,31.71877,-6.297277,-8.604872,-18.450403,-31.731436,-32.282505,-28.15982,-23.921764,-15.360214,-11.296421,-19.774544
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N5-G4_S2.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N5-G4_S2.mp3,44100,44100,1.5412244897959184,1.5412244897959184,0.10692597,0.02417910009398496,756.300154588017,590.0881956425444,1135.4312294407894,0.008750244,-520.75543,131.8157,35.930256,-12.826039,-17.734613,-25.174551,-37.421623,-36.419445,-27.188938,-18.885977,-11.008549,-9.522564,-20.438684
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-A4_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-A4_S1.mp3,44100,44100,2.0375510204081633,2.037551020408164,0.11480427,0.025107643821022728,615.926375633079,510.9784460068679,672.1785111860795,0.0072922586,-522.011,102.493645,29.22091,3.5129244,7.0519867,-10.090375,-36.049923,-38.478165,-28.345398,-28.301136,-32.472126,-30.367743,-27.582436
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-A4_S2.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-A4_S2.mp3,44100,44100,2.115918367346939,2.115918367346939,0.11125752,0.027434468920765027,749.4568436185392,597.3528806028418,970.1708183913935,0.040352296,-527.3151,99.866035,32.617947,5.3570538,4.402755,-10.898786,-31.236013,-33.884804,-29.334852,-29.982958,-28.352928,-24.760656,-28.005693
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-D5_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-D5_S1.mp3,44100,44100,1.2016326530612245,1.2016326530612245,0.1632661,0.03717510516826923,986.6187393781117,750.6231522823357,1454.9405611478364,0.019498192,-514.2028,76.98528,24.983398,-15.053118,-32.129887,-39.707314,-42.973267,-35.482857,-22.448547,-19.299757,-23.261784,-11.389618,22.934435
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-D5_S2.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-D5_S2.mp3,44100,44100,1.0971428571428572,1.0971428571428572,0.15548372,0.03896484375,1037.8693568215722,753.6573394515351,1628.1368215460527,0.015587626,-509.9963,82.98559,27.418213,-14.093021,-31.833807,-39.16163,-42.42262,-35.45985,-22.559439,-19.655346,-23.847086,-13.65302,17.438822
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N7-C5_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N7-C5_S1.mp3,44100,44100,1.7763265306122449,1.7763265306122449,0.10168037,0.03995028409090909,1049.9497699243052,779.8978871265934,1366.0999644886363,0.024549516,-537.2778,75.8621,12.924398,-4.239666,1.2281859,-17.696033,-44.992405,-47.572575,-34.93795,-29.537096,-30.379969,-26.71752,-13.408346
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N7-C5_S2.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N7-C5_S2.mp3,44100,44100,1.7240816326530612,1.7240816326530612,0.11803188,0.0344418519295302,952.7208814377909,777.1110175435336,1215.253054215604,0.030220179,-528.1936,81.76058,14.572302,-2.901421,1.4912626,-19.745838,-47.07461,-47.864414,-34.242783,-29.317566,-31.524641,-28.182909,-12.8592415
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N7-F5_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N7-F5_S1.mp3,44100,44100,1.2016326530612245,1.2016326530612245,0.058405425,0.042344313401442304,1140.3101250434,928.8910300832839,1933.2261305588943,0.016392091,-580.8961,71.07193,6.103315,-31.816893,-34.67484,-30.69175,-33.078995,-31.327223,-17.725723,-0.40928382,12.942193,26.723898,40.010517
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N7-F5_S2.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N7-F5_S2.mp3,44100,44100,1.1755102040816328,1.1755102040816328,0.05097853,0.043093213848039214,1241.6322012494966,969.2996302033528,2142.342601102941,0.021042151,-594.1203,67.71048,2.442518,-30.923714,-31.183722,-29.443476,-35.436085,-35.156406,-19.566048,-0.23414673,13.439055,30.198305,47.26551
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N8-D5_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N8-D5_S1.mp3,44100,44100,1.6457142857142857,1.6457142857142857,0.1519321,0.03461638974471831,852.4230913657098,621.4312200048946,1016.3065305897887,0.007907656,-495.62335,85.47679,0.35179043,-16.500406,-9.280246,-29.63898,-50.860268,-49.624485,-36.266113,-24.538813,-20.784933,-12.247756,15.843716
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N8-G5_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N8-G5_S1.mp3,44100,44100,1.253877551020408,1.253877551020408,0.25377527,0.04855038704128441,1357.9542753140543,1121.270987620317,2018.787181049312,0.011398627,-461.3702,60.64684,-13.928336,-24.220572,-32.38201,-44.374134,-41.92511,-27.596478,3.0031915,27.659252,37.158688,40.52095,25.539598
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N8-G5_S2.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N8-G5_S2.mp3,44100,44100,1.253877551020408,1.253877551020408,0.22967231,0.05070509604357798,1591.2699925402796,1202.3503917676398,2124.8727780963304,0.015656244,-466.33875,55.62399,-15.56798,-20.78506,-38.188892,-45.862686,-38.16093,-27.796003,0.42048448,27.589552,37.87405,38.46452,22.852457
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N9-A5_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N9-A5_S1.mp3,44100,44100,1.3583673469387756,1.3583673469387756,0.19735844,0.05314403469279661,1375.0206011212313,1032.1918863097,1998.5732256355932,0.019443676,-471.46536,43.190884,-10.165834,-27.21262,-37.84809,-43.539608,-27.701223,2.0422368,30.67247,41.553852,30.645483,10.820842,-15.201767
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N9-A5_S2.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N9-A5_S2.mp3,44100,44100,1.5412244897959184,1.5412244897959184,0.20665996,0.0548820782424812,1549.8665244949486,1289.1988454281598,2178.2534950657896,0.011755398,-466.58008,45.261555,-20.756063,-23.27821,-35.435482,-50.99781,-29.352837,4.8957148,25.888391,36.649326,34.868965,13.26196,-19.869604
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N9-F5_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N9-F5_S1.mp3,44100,44100,1.8808163265306121,1.880816326530612,0.11236025,0.037957127108895705,1040.603840627397,790.9156605261842,1271.3837231595091,0.01120401,-521.6023,79.40066,-16.084293,-24.01262,-7.2621293,-34.818462,-60.799603,-48.261543,-24.20766,-6.063319,8.3197975,18.484156,34.975258
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N9-F5_S2.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N9-F5_S2.mp3,44100,44100,1.619591836734694,1.619591836734694,0.10744716,0.052253069196428574,1253.973649654958,797.5836222570481,1551.005859375,0.0184004,-537.7275,72.45853,-15.129794,-23.11496,-6.8203487,-33.04005,-59.019016,-46.97583,-24.456295,-8.575113,7.6798286,23.221739,40.30579
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N1-A#3_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N1-A#3_S1.mp3,44100,44100,1.0971428571428572,1.0971428571428572,0.009182026,0.01616467927631579,503.30625218041615,854.0240099188637,780.4086143092105,0.008233581,-778.1394,129.17152,98.156586,63.51079,29.998049,3.361733,-13.7714815,-21.795261,-23.284575,-20.551516,-17.08593,-12.694836,-8.907437
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N1-A#3_S2.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N1-A#3_S2.mp3,44100,44100,1.3844897959183673,1.3844897959183673,0.008755894,0.023921712239583334,673.7464556971555,1034.113960481944,1120.08544921875,0.01829358,-793.6999,119.61324,97.83987,67.39631,34.815647,6.070995,-14.543969,-25.258562,-26.947376,-22.473091,-15.512408,-9.28843,-5.9212313
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N10-G5_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N10-G5_S1.mp3,44100,44100,1.3061224489795917,1.3061224489795915,0.0375343,0.09001659292035398,3077.224476564897,3180.5393090949547,5283.066579092921,0.033050463,-475.6127,73.48142,-59.994675,-21.075779,-30.754036,-23.332876,-38.760452,-16.844885,-24.438198,1.9543436,0.24471465,15.1481285,1.7519946
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N10-G5_S2.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N10-G5_S2.mp3,44100,44100,1.0448979591836736,1.0448979591836736,0.057821248,0.05442457932692308,2400.634162145124,3148.6326824612865,3645.9735576923076,0.026331881,-413.87793,91.33527,-60.395283,-32.523174,-43.564083,-23.874002,-43.06933,-19.847244,-27.914883,7.3767424,-9.239306,16.210499,-0.19715138
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N11-A#5_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N11-A#5_S1.mp3,44100,44100,1.2016326530612245,1.2016326530612245,0.1891489,0.06146709735576923,2026.3289942943675,2407.3092868539597,2952.533428485577,0.026107522,-371.2941,72.44097,-67.01929,-45.365578,-54.529602,-42.695686,-33.990654,-2.3255029,11.925456,22.134748,3.2076924,-0.068411864,-23.691618
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N11-A#5_S2.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N11-A#5_S2.mp3,44100,44100,1.123265306122449,1.123265306122449,0.18157232,0.06007369523195876,2123.34472197403,2487.005038040637,3203.1194627899486,0.016358554,-372.51056,63.135017,-68.54633,-39.01254,-55.875534,-38.48655,-35.83392,-2.1814387,11.519984,21.364756,2.8717072,-1.2125779,-22.286024
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N12-B5_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N12-B5_S1.mp3,44100,44100,1.0710204081632653,1.0710204081632653,0.23808914,0.06199071740591398,2261.8812908169452,2483.4840478190317,3411.5076864919356,0.021420088,-315.90536,60.294296,-88.850334,-40.375706,-60.564053,-28.90089,-29.075363,0.4932904,12.652162,18.509554,0.7878327,-7.5288086,-22.999489
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N12-B5_S2.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N12-B5_S2.mp3,44100,44100,0.9404081632653061,0.940408163265306,0.24321996,0.052347322789634144,2189.7717117987663,2552.804730765526,3641.474728467988,0.010792066,-298.4663,57.69804,-89.46955,-35.86105,-59.676937,-23.061272,-25.954027,-2.649434,7.9245033,17.98107,2.048953,-7.820925,-21.064331
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N2-C#4_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N2-C#4_S1.mp3,44100,44100,1.3322448979591837,1.3322448979591837,0.015515995,0.022456691576086957,615.542514543282,877.2661385944826,1117.2923743206522,0.014551888,-743.89557,92.541214,74.404366,51.66326,28.252518,5.132267,-15.6707325,-29.58192,-33.49724,-29.660398,-23.536106,-18.295061,-13.263634
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N3-D#4_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N3-D#4_S1.mp3,44100,44100,1.2277551020408164,1.2277551020408164,0.02396509,0.0244140625,620.4900113531708,697.1411849811667,1015.9202719634434,0.011165942,-679.0484,115.85308,72.07737,30.503052,4.46013,-8.754556,-15.401471,-17.81297,-17.892548,-19.858965,-24.638338,-26.852535,-22.41554
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N3-D#4_S2.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N3-D#4_S2.mp3,44100,44100,1.253877551020408,1.253877551020408,0.023953252,0.022810349770642203,655.3212117591312,769.7268396060373,1010.2825759747707,0.0103990035,-673.75085,118.6717,65.455444,22.029385,3.6311839,-1.5976555,-7.9902806,-16.44949,-21.492044,-22.758303,-23.193344,-22.275106,-18.615564
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N4-F#4_S1.mp3,Bali-ing,NEITHER,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N4-F#4_S1.mp3,44100,44100,1.28,1.28,0.03989498,0.027766047297297296,741.7205776713602,785.4527066097262,1271.2349556587837,0.01882095,-620.0937,110.93279,45.083443,8.505548,-4.0830855,-19.6604,-29.605938,-22.169693,-15.453313,-22.962078,-30.646711,-27.156538,-21.212578
