filepath,instrument_label,context_label,sample_rate,duration_sec,is_augmented,original_file
input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S1.mp3,Ab-bew,NEITHER,44100,0.8359183673469388,False,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S1.mp3
input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S2.mp3,Ab-bew,NEITHER,44100,0.7053061224489796,False,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S2.mp3
input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S3.mp3,Ab-bew,NEITHER,44100,0.5485714285714286,False,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S3.mp3
input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S4.mp3,Ab-bew,NEITHER,44100,0.5224489795918368,False,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S4.mp3
input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S5.mp3,Ab-bew,NEITHER,44100,0.5746938775510204,False,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S5.mp3
input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S1.mp3,Ab-bew,NEITHER,44100,0.4440816326530612,False,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S1.mp3
input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S2.mp3,Ab-bew,NEITHER,44100,0.470204081632653,False,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S2.mp3
input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S3.mp3,Ab-bew,NEITHER,44100,0.7053061224489796,False,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S3.mp3
input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S4.mp3,Ab-bew,NEITHER,44100,0.4179591836734694,False,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S4.mp3
input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S5.mp3,Ab-bew,NEITHER,44100,0.7575510204081632,False,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S5.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N1_S1_aug_0.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S1.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N2_S1_aug_1.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N2_S1.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N1_S5_aug_2.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S5.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N2_S2_aug_3.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N2_S2.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N4_S2_aug_4.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S2.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N3_S2_aug_5.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S2.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N2_S1_aug_6.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N2_S1.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N3_S5_aug_7.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S5.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N3_S1_aug_8.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S1.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N3_S4_aug_9.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S4.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N2_S4_aug_10.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N2_S4.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N1_S4_aug_11.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S4.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N1_S3_aug_12.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S3.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N4_S5_aug_13.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S5.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N3_S2_aug_14.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S2.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N4_S4_aug_15.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S4.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N3_S1_aug_16.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S1.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N1_S1_aug_17.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S1.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N3_S5_aug_18.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S5.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N2_S3_aug_19.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N2_S3.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N4_S2_aug_20.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S2.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N3_S5_aug_21.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S5.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N3_S2_aug_22.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S2.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N1_S5_aug_23.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S5.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N1_S1_aug_24.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S1.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N3_S4_aug_25.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S4.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N4_S2_aug_26.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S2.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N1_S4_aug_27.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S4.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N1_S2_aug_28.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S2.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N4_S2_aug_29.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S2.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N3_S4_aug_30.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S4.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N2_S2_aug_31.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N2_S2.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N1_S1_aug_32.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S1.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N1_S3_aug_33.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S3.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N4_S4_aug_34.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S4.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N1_S3_aug_35.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S3.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N4_S3_aug_36.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S3.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N1_S5_aug_37.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S5.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N2_S3_aug_38.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N2_S3.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N3_S1_aug_39.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S1.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N1_S1_aug_40.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S1.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N2_S3_aug_41.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N2_S3.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N1_S1_aug_42.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S1.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N3_S3_aug_43.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S3.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N1_S3_aug_44.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S3.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N4_S2_aug_45.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S2.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N4_S5_aug_46.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S5.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N2_S3_aug_47.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N2_S3.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N4_S4_aug_48.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S4.mp3
augmented_balanced\Ab-bew\BK_BNTK_Abbew_N3_S1_aug_49.wav,Ab-bew,NEITHER,44100,5.0,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S1.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P1_S2.mp3,Agung (Panay Bukidnon),NEITHER,44100,5.903673469387755,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P1_S2.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P1_S3.mp3,Agung (Panay Bukidnon),NEITHER,44100,6.060408163265306,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P1_S3.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P1_S4.mp3,Agung (Panay Bukidnon),NEITHER,44100,5.433469387755102,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P1_S4.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P1_S5.mp3,Agung (Panay Bukidnon),NEITHER,44100,5.851428571428571,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P1_S5.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P2_S1.mp3,Agung (Panay Bukidnon),NEITHER,44100,2.4293877551020406,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P2_S1.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P2_S2.mp3,Agung (Panay Bukidnon),NEITHER,44100,1.906938775510204,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P2_S2.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P2_S3.mp3,Agung (Panay Bukidnon),NEITHER,44100,2.220408163265306,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P2_S3.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P2_S4.mp3,Agung (Panay Bukidnon),NEITHER,44100,3.0563265306122447,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P2_S4.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P2_S5.mp3,Agung (Panay Bukidnon),NEITHER,44100,3.474285714285714,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P2_S5.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P2_S6.mp3,Agung (Panay Bukidnon),NEITHER,44100,3.1085714285714285,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P2_S6.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P3_S1.mp3,Agung (Panay Bukidnon),NEITHER,44100,1.8024489795918368,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P3_S1.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P3_S2.mp3,Agung (Panay Bukidnon),NEITHER,44100,2.455510204081633,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P3_S2.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P3_S3.mp3,Agung (Panay Bukidnon),NEITHER,44100,2.455510204081633,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P3_S3.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P3_S4.mp3,Agung (Panay Bukidnon),NEITHER,44100,2.0375510204081637,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P3_S4.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P3_S5.mp3,Agung (Panay Bukidnon),NEITHER,44100,2.4293877551020406,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P3_S5.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P3_S6.mp3,Agung (Panay Bukidnon),NEITHER,44100,2.246530612244898,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P3_S6.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P4_S1.mp3,Agung (Panay Bukidnon),NEITHER,44100,3.082448979591837,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P4_S1.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P4_S2.mp3,Agung (Panay Bukidnon),NEITHER,44100,3.239183673469388,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P4_S2.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P4_S3.mp3,Agung (Panay Bukidnon),NEITHER,44100,2.4293877551020406,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P4_S3.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P4_S4.mp3,Agung (Panay Bukidnon),NEITHER,44100,3.26530612244898,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P4_S4.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P4_S5.mp3,Agung (Panay Bukidnon),NEITHER,44100,2.84734693877551,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P4_S5.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P4_S6.mp3,Agung (Panay Bukidnon),NEITHER,44100,3.787755102040816,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P4_S6.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P5_S1.mp3,Agung (Panay Bukidnon),NEITHER,44100,3.944489795918367,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P5_S1.mp3
input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P5_S2.mp3,Agung (Panay Bukidnon),NEITHER,44100,4.754285714285714,False,input\PAMANA_Dataset\Visayas\Agung (Panay Bukidnon)_audios\Agung (Panay Bukidnon)_audios\RXS_PNY_Agung_N0_P5_S2.mp3
