filepath,instrument_label,context_label,sample_rate,duration_sec,is_augmented,original_file
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N2-B3_S2.mp3,Bali-ing,NEITHER,44100,1.98530612244898,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N2-B3_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N2-E4_S1.mp3,Bali-ing,NEITHER,44100,1.4628571428571429,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N2-E4_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N2-E4_S2.mp3,Bali-ing,NEITHER,44100,1.4889795918367348,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N2-E4_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N3-D4_S1.mp3,Bali-ing,NEITHER,44100,1.8546938775510204,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N3-D4_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N3-G4_S1.mp3,Bali-ing,NEITHER,44100,1.436734693877551,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N3-G4_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N3-G4_S2.mp3,Bali-ing,NEITHER,44100,1.28,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N3-G4_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-A4_S1.mp3,Bali-ing,NEITHER,44100,1.4889795918367348,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-A4_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-A4_S2.mp3,Bali-ing,NEITHER,44100,1.3844897959183673,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-A4_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-E4_S1.mp3,Bali-ing,NEITHER,44100,1.3844897959183673,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-E4_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-E4_S2.mp3,Bali-ing,NEITHER,44100,1.933061224489796,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-E4_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N5-C5_S1.mp3,Bali-ing,NEITHER,44100,1.4106122448979592,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N5-C5_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N5-C5_S2.mp3,Bali-ing,NEITHER,44100,1.2277551020408164,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N5-C5_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N5-G4_S1.mp3,Bali-ing,NEITHER,44100,1.750204081632653,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N5-G4_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N5-G4_S2.mp3,Bali-ing,NEITHER,44100,1.5412244897959184,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N5-G4_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-A4_S1.mp3,Bali-ing,NEITHER,44100,2.0375510204081637,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-A4_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-A4_S2.mp3,Bali-ing,NEITHER,44100,2.115918367346939,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-A4_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-D5_S1.mp3,Bali-ing,NEITHER,44100,1.2016326530612245,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-D5_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-D5_S2.mp3,Bali-ing,NEITHER,44100,1.0971428571428572,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-D5_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N7-C5_S1.mp3,Bali-ing,NEITHER,44100,1.7763265306122449,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N7-C5_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N7-C5_S2.mp3,Bali-ing,NEITHER,44100,1.7240816326530612,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N7-C5_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N7-F5_S1.mp3,Bali-ing,NEITHER,44100,1.2016326530612245,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N7-F5_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N7-F5_S2.mp3,Bali-ing,NEITHER,44100,1.1755102040816328,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N7-F5_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N8-D5_S1.mp3,Bali-ing,NEITHER,44100,1.6457142857142857,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N8-D5_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N8-G5_S1.mp3,Bali-ing,NEITHER,44100,1.253877551020408,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N8-G5_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N8-G5_S2.mp3,Bali-ing,NEITHER,44100,1.253877551020408,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N8-G5_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N9-A5_S1.mp3,Bali-ing,NEITHER,44100,1.3583673469387756,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N9-A5_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N9-A5_S2.mp3,Bali-ing,NEITHER,44100,1.5412244897959184,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N9-A5_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N9-F5_S1.mp3,Bali-ing,NEITHER,44100,1.880816326530612,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N9-F5_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N9-F5_S2.mp3,Bali-ing,NEITHER,44100,1.619591836734694,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N9-F5_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N1-A#3_S1.mp3,Bali-ing,NEITHER,44100,1.0971428571428572,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N1-A#3_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N1-A#3_S2.mp3,Bali-ing,NEITHER,44100,1.3844897959183673,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N1-A#3_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N10-G5_S1.mp3,Bali-ing,NEITHER,44100,1.3061224489795915,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N10-G5_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N10-G5_S2.mp3,Bali-ing,NEITHER,44100,1.0448979591836736,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N10-G5_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N11-A#5_S1.mp3,Bali-ing,NEITHER,44100,1.2016326530612245,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N11-A#5_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N11-A#5_S2.mp3,Bali-ing,NEITHER,44100,1.123265306122449,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N11-A#5_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N12-B5_S1.mp3,Bali-ing,NEITHER,44100,1.0710204081632653,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N12-B5_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N12-B5_S2.mp3,Bali-ing,NEITHER,44100,0.940408163265306,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N12-B5_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N2-C#4_S1.mp3,Bali-ing,NEITHER,44100,1.3322448979591837,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N2-C#4_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N3-D#4_S1.mp3,Bali-ing,NEITHER,44100,1.2277551020408164,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N3-D#4_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N3-D#4_S2.mp3,Bali-ing,NEITHER,44100,1.253877551020408,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N3-D#4_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N4-F#4_S1.mp3,Bali-ing,NEITHER,44100,1.28,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N4-F#4_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N4-F#4_S2.mp3,Bali-ing,NEITHER,44100,1.123265306122449,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N4-F#4_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N5-G4_S1.mp3,Bali-ing,NEITHER,44100,1.3322448979591837,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N5-G4_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N5-G4_S2.mp3,Bali-ing,NEITHER,44100,1.253877551020408,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N5-G4_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N6-A#4_S1.mp3,Bali-ing,NEITHER,44100,1.5151020408163265,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N6-A#4_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N6-A#4_S2.mp3,Bali-ing,NEITHER,44100,1.436734693877551,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N6-A#4_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N7-C#5_S1.mp3,Bali-ing,NEITHER,44100,1.28,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N7-C#5_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N7-C#5_S2.mp3,Bali-ing,NEITHER,44100,1.2277551020408164,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N7-C#5_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N8-D#5_S1.mp3,Bali-ing,NEITHER,44100,1.3061224489795915,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N8-D#5_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N8-D#5_S2.mp3,Bali-ing,NEITHER,44100,1.3061224489795915,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N8-D#5_S2.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N9-F5_S1.mp3,Bali-ing,NEITHER,44100,1.2277551020408164,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N9-F5_S1.mp3
input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N9-F5_S2.mp3,Bali-ing,NEITHER,44100,1.2277551020408164,False,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N9-F5_S2.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N2-E4_S2_aug_0.wav,Bali-ing,NEITHER,44100,1.4889795918367348,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N2-E4_S2.mp3
augmented\full\Bali-ing\Isg_Bali-ing_161_P1_N8-D#5_S1_aug_1.wav,Bali-ing,NEITHER,44100,1.3061224489795917,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N8-D#5_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N1-G#3_S1_aug_2.wav,Bali-ing,NEITHER,44100,2.1420408163265305,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N1-G#3_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N11-A5_S1_aug_3.wav,Bali-ing,NEITHER,44100,1.6718367346938776,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N11-A5_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N6-A4_S1_aug_4.wav,Bali-ing,NEITHER,44100,2.0375510204081633,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-A4_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N6-A4_S1_aug_5.wav,Bali-ing,NEITHER,44100,2.0375510204081633,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-A4_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N10-G5_S1_aug_6.wav,Bali-ing,NEITHER,44100,1.6457142857142857,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N10-G5_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N2-B3_S1_aug_7.wav,Bali-ing,NEITHER,44100,1.9591836734693877,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N2-B3_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N1-G#3_S1_aug_8.wav,Bali-ing,NEITHER,44100,2.1420408163265305,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N1-G#3_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N3-G4_S2_aug_9.wav,Bali-ing,NEITHER,44100,1.28,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N3-G4_S2.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N5-C5_S1_aug_10.wav,Bali-ing,NEITHER,44100,1.4106122448979592,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N5-C5_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_161_P1_N6-A#4_S2_aug_11.wav,Bali-ing,NEITHER,44100,1.436734693877551,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N6-A#4_S2.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N4-A4_S1_aug_12.wav,Bali-ing,NEITHER,44100,1.4889795918367348,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-A4_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N2-E4_S2_aug_13.wav,Bali-ing,NEITHER,44100,1.4889795918367348,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N2-E4_S2.mp3
augmented\full\Bali-ing\Isg_Bali-ing_161_P1_N6-A#4_S2_aug_14.wav,Bali-ing,NEITHER,44100,1.436734693877551,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N6-A#4_S2.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N1-G#3_S1_aug_15.wav,Bali-ing,NEITHER,44100,2.1420408163265305,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N1-G#3_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N9-A5_S2_aug_16.wav,Bali-ing,NEITHER,44100,1.5412244897959184,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N9-A5_S2.mp3
augmented\full\Bali-ing\Isg_Bali-ing_161_P1_N1-A#3_S2_aug_17.wav,Bali-ing,NEITHER,44100,1.3844897959183673,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N1-A#3_S2.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N4-A4_S1_aug_18.wav,Bali-ing,NEITHER,44100,1.4889795918367348,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-A4_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N3-G4_S2_aug_19.wav,Bali-ing,NEITHER,44100,1.28,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N3-G4_S2.mp3
augmented\full\Bali-ing\Isg_Bali-ing_161_P1_N9-F5_S1_aug_20.wav,Bali-ing,NEITHER,44100,1.2277551020408164,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N9-F5_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_161_P1_N12-B5_S1_aug_21.wav,Bali-ing,NEITHER,44100,1.0710204081632653,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N12-B5_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_161_P1_N10-G5_S1_aug_22.wav,Bali-ing,NEITHER,44100,1.3061224489795917,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N10-G5_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N10-B5_S1_aug_23.wav,Bali-ing,NEITHER,44100,1.3583673469387756,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N10-B5_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_161_P1_N8-D#5_S1_aug_24.wav,Bali-ing,NEITHER,44100,1.3061224489795917,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N8-D#5_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N4-A4_S2_aug_25.wav,Bali-ing,NEITHER,44100,1.3844897959183673,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-A4_S2.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N4-E4_S2_aug_26.wav,Bali-ing,NEITHER,44100,1.933061224489796,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-E4_S2.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N3-G4_S1_aug_27.wav,Bali-ing,NEITHER,44100,1.436734693877551,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N3-G4_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N9-F5_S1_aug_28.wav,Bali-ing,NEITHER,44100,1.8808163265306121,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N9-F5_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_161_P1_N5-G4_S2_aug_29.wav,Bali-ing,NEITHER,44100,1.253877551020408,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N5-G4_S2.mp3
augmented\full\Bali-ing\Isg_Bali-ing_161_P1_N6-A#4_S1_aug_30.wav,Bali-ing,NEITHER,44100,1.5151020408163265,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N6-A#4_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N7-C5_S1_aug_31.wav,Bali-ing,NEITHER,44100,1.7763265306122449,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N7-C5_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N9-F5_S1_aug_32.wav,Bali-ing,NEITHER,44100,1.8808163265306121,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N9-F5_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N7-F5_S1_aug_33.wav,Bali-ing,NEITHER,44100,1.2016326530612245,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N7-F5_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_161_P1_N5-G4_S1_aug_34.wav,Bali-ing,NEITHER,44100,1.3322448979591837,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N5-G4_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N2-E4_S1_aug_35.wav,Bali-ing,NEITHER,44100,1.4628571428571429,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N2-E4_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N6-A4_S2_aug_36.wav,Bali-ing,NEITHER,44100,2.115918367346939,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-A4_S2.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N4-A4_S2_aug_37.wav,Bali-ing,NEITHER,44100,1.3844897959183673,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N4-A4_S2.mp3
augmented\full\Bali-ing\Isg_Bali-ing_161_P1_N12-B5_S2_aug_38.wav,Bali-ing,NEITHER,44100,0.9404081632653061,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N12-B5_S2.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N6-A4_S1_aug_39.wav,Bali-ing,NEITHER,44100,2.0375510204081633,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N6-A4_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_158_P1_N10-B5_S1_aug_40.wav,Bali-ing,NEITHER,44100,1.3583673469387756,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_158_P1_N10-B5_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_161_P1_N6-A#4_S1_aug_41.wav,Bali-ing,NEITHER,44100,1.5151020408163265,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N6-A#4_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_161_P1_N7-C#5_S1_aug_42.wav,Bali-ing,NEITHER,44100,1.28,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N7-C#5_S1.mp3
augmented\full\Bali-ing\Isg_Bali-ing_161_P1_N7-C#5_S2_aug_43.wav,Bali-ing,NEITHER,44100,1.2277551020408164,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N7-C#5_S2.mp3
augmented\full\Bali-ing\Isg_Bali-ing_161_P1_N4-F#4_S2_aug_44.wav,Bali-ing,NEITHER,44100,1.123265306122449,True,input\full\Bali-ing_audios\Bali-ing_audios\Isg_Bali-ing_161_P1_N4-F#4_S2.mp3
