filepath,instrument_label,context_label,is_augmented,original_file,sample_rate,meta_sample_rate,duration_sec,meta_duration,rms_energy,zcr,spectral_centroid,spectral_bandwidth,rolloff,spectral_flatness,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S2.mp3,Ab-bew,NEITHER,False,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S2.mp3,44100,44100,0.47020408163265304,0.470204081632653,0.02165591,0.16340748856707318,4729.887899077447,3477.95981312048,8573.891244283537,0.0032247882,-350.28445,48.738194,-123.52915,4.2800484,-74.007965,-11.914912,-59.705368,-13.583718,-44.756416,-16.0853,-25.798521,-0.60207164,-6.4127355
input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S3.mp3,Ab-bew,NEITHER,False,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S3.mp3,44100,44100,0.7053061224489796,0.7053061224489796,0.021591395,0.1642946337090164,4535.937582588161,3372.432136847609,8138.138767930328,0.002972955,-373.70303,56.671898,-112.09378,0.15040222,-67.274376,-13.849139,-51.535065,-18.202873,-35.80696,-19.115496,-22.917727,-1.5066633,-7.3006516
input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S4.mp3,Ab-bew,NEITHER,False,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S4.mp3,44100,44100,0.4179591836734694,0.4179591836734694,0.024873339,0.16790276604729729,4827.318119064679,3554.138504605196,8778.563133445947,0.0046134903,-330.74078,48.296497,-117.1906,2.9648821,-74.39672,-11.249327,-59.413395,-11.961026,-40.834805,-11.630387,-24.112118,-0.17888169,-5.93131
input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S5.mp3,Ab-bew,NEITHER,False,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S5.mp3,44100,44100,0.7575510204081632,0.7575510204081632,0.01641429,0.13560162168560605,4035.5402406620055,3267.6695464415457,7300.734641335227,0.0020955123,-396.70566,70.73982,-108.670815,-7.0719028,-66.5306,-20.387436,-53.09084,-17.643593,-37.14512,-19.276361,-21.806536,-0.39323038,-1.411716
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N1_S1_aug_0.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S1.mp3,44100,44100,1.123265306122449,1.123265306122449,0.043325406,0.3975012081185567,9576.478714557667,6205.982008721701,17147.5334246134,0.41405022,-185.01845,8.044893,-17.985094,-4.5206223,-7.7229123,-4.321917,-9.196912,-8.6180105,-7.387496,-4.258627,-0.3933515,2.8463447,3.0193284
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N2_S1_aug_1.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N2_S1.mp3,44100,44100,0.313469387755102,0.313469387755102,0.04333716,0.25575474330357145,6522.571198783905,4488.34646801618,11181.884765625,0.07179929,-231.18033,18.19525,-73.44081,7.3430705,-34.002663,-1.5942442,-20.913296,-17.625114,-12.191095,-10.618632,-13.006889,-5.5551233,0.7613101
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N1_S5_aug_2.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S5.mp3,44100,44100,0.313469387755102,0.313469387755102,0.035083376,0.18354143415178573,5721.523091515048,4065.6602911936457,10450.52490234375,0.034816526,-268.32507,8.718748,-119.888725,-11.822286,-60.804302,-15.528562,-63.76116,-11.11586,-25.31071,5.5375466,-6.6537104,13.108687,-2.0261233
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N2_S2_aug_3.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N2_S2.mp3,44100,44100,0.2873469387755102,0.2873469387755102,0.060584392,0.2871484375,7871.568737942548,5413.132471906787,14193.826171875,0.24500807,-155.82051,2.5874407,-52.97693,0.9855428,-17.077757,-2.7477088,-11.656783,-9.847703,-7.3916078,-5.2112036,-4.0023055,2.3902338,7.6063843
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N4_S2_aug_4.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S2.mp3,44100,44100,0.47020408163265304,0.470204081632653,0.03407774,0.3425947980182927,9090.162017541292,6050.841152575864,16533.823599466465,0.29239973,-206.14857,-0.5853402,-29.298765,-1.9368232,-8.548737,-6.8500524,-8.224256,-5.3693905,-7.5216193,-0.9679212,6.7421465,9.495255,8.001786
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N3_S2_aug_5.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S2.mp3,44100,44100,0.7053061224489796,0.7053061224489796,0.032319598,0.40239978227459017,9759.166335922493,6208.976748512459,17347.995645491803,0.41630584,-194.74875,2.6263375,-16.265757,-2.2279396,-6.278567,-2.0273526,-4.9161377,-4.187191,-7.6603656,-8.419721,-6.000169,-1.5585428,0.95140445
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N2_S1_aug_6.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N2_S1.mp3,44100,44100,0.313469387755102,0.313469387755102,0.04525206,0.30233328683035715,7980.039331492253,5222.904320015222,13745.8740234375,0.18061423,-217.06763,-8.988456,-54.911198,1.8861407,-22.950527,-3.1166074,-20.797838,-10.334252,-7.9222383,-6.409125,0.3239399,9.105944,9.353942
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N3_S5_aug_7.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S5.mp3,44100,44100,0.5746938775510204,0.5746938775510204,0.022042785,0.256015625,7586.468329758978,5648.9993860263285,14337.66796875,0.21100622,-290.9549,19.799522,-46.15417,-4.078925,-16.913378,-5.652732,-12.898576,-10.16572,-17.481636,-18.054369,-13.799416,-4.081679,0.103201464
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N3_S1_aug_8.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S1.mp3,44100,44100,0.8359183673469388,0.8359183673469388,0.021192929,0.2961526113013699,7719.545347747389,5388.4422315154125,14277.693573416096,0.07556479,-277.09167,37.747192,-33.89572,13.942971,-24.116919,7.5134754,-24.685738,6.3524714,-22.052147,2.8446255,-25.992691,2.9289234,-20.663107
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N3_S4_aug_9.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S4.mp3,44100,44100,0.5224489795918368,0.5224489795918368,0.022237081,0.3228812839673913,8585.337417253593,6006.331781034444,15923.335597826086,0.31232455,-244.97737,12.040221,-32.403885,-4.681606,-8.399164,-2.7868285,-8.539185,-5.4559407,-10.87916,-12.039164,-10.48935,-7.369895,-1.0172595
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N2_S4_aug_10.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N2_S4.mp3,44100,44100,0.39183673469387753,0.3918367346938775,0.047320295,0.2924948299632353,7738.791182765638,5345.32638850597,14078.281537224264,0.16245152,-177.70111,11.931687,-48.299957,-3.281057,-21.123655,-2.2457886,-9.476733,-4.4500237,-6.1283183,-3.9233232,-3.9213517,-0.8619637,0.27379134
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N1_S4_aug_11.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S4.mp3,44100,44100,0.9142857142857143,0.9142857142857144,0.02920484,0.35185299643987344,9098.698635520102,6216.359608102278,16762.644630142404,0.30868465,-228.87906,9.67036,-26.852917,-10.527554,-9.955682,-6.5642343,-11.701876,-6.0404015,-1.5277216,0.26769012,4.0878468,6.047507,1.8134352
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N1_S3_aug_12.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S3.mp3,44100,44100,0.2873469387755102,0.2873469387755102,0.05531713,0.20626953125,5875.715328497832,4036.407795058,10447.048828125,0.022603707,-232.01079,4.877393,-130.9115,-16.011736,-77.86205,-6.459122,-64.46263,-19.103521,-37.7466,0.35377797,-16.96392,17.090958,-7.9501314
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N4_S5_aug_13.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S5.mp3,44100,44100,0.7575510204081632,0.7575510204081632,0.013000112,0.33915571732954547,8398.544887737517,5634.898480518279,15278.786399147728,0.12830043,-306.53604,21.755487,-29.843798,4.5453687,-18.166294,1.4536761,-19.133247,2.2055442,-16.229128,-1.3468922,-16.08072,5.8691783,-6.4409847
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N3_S2_aug_14.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S2.mp3,44100,44100,0.7053061224489796,0.7053061224489796,0.02872147,0.3516905737704918,8361.878361299938,5439.510220636853,15014.996638063525,0.08788248,-220.55905,27.22344,-34.35209,14.521987,-22.866838,13.674971,-20.366226,13.381385,-17.913006,8.459618,-23.88309,7.02052,-20.684866
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N4_S4_aug_15.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S4.mp3,44100,44100,0.4179591836734694,0.4179591836734694,0.0131697785,0.30091321790540543,8590.622500186313,5957.2622390840925,15925.258657094595,0.2787265,-313.44586,5.2714553,-35.534252,-5.9195724,-13.325014,-8.648138,-11.248776,-5.593484,-6.9054003,-1.5908521,4.549792,7.7300706,9.639026
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N3_S1_aug_16.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S1.mp3,44100,44100,0.8359183673469388,0.8359183673469388,0.034968853,0.3221586044520548,8451.38725614544,5603.692566670226,15290.04909567637,0.1788754,-227.91559,19.320204,-20.874382,5.513876,-12.031475,1.3544978,-12.64958,0.6797604,-12.825954,-4.384426,-15.77055,-1.4490567,-9.659127
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N1_S1_aug_17.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S1.mp3,44100,44100,1.123265306122449,1.123265306122449,0.024138773,0.1254127738402062,3875.028641471998,3438.4455022688044,7077.986066365979,0.0052664718,-376.42978,75.773575,-94.63682,-17.355057,-57.280727,-22.044733,-44.367928,-24.020687,-34.386806,-15.712082,-18.82135,-1.6464425,-2.865592
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N3_S5_aug_18.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S5.mp3,44100,44100,0.5746938775510204,0.5746938775510204,0.047786497,0.312587890625,8406.429258829663,5943.960399478537,15644.7333984375,0.29521754,-183.19028,14.977575,-33.45477,-3.4594357,-10.269465,-2.5764477,-7.0851164,-6.488761,-11.429333,-14.790799,-13.182864,-6.2409377,-1.3492873
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N2_S3_aug_19.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N2_S3.mp3,44100,44100,0.809795918367347,0.809795918367347,0.037593227,0.4108956473214286,9786.037009838283,6138.168107978549,17232.099609375,0.40021247,-189.44289,-1.3548412,-19.492823,-0.9898538,-5.042993,-1.5588937,-4.882834,-3.9414303,-2.084221,-1.0627588,-0.73037267,1.009928,4.2471404
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N4_S2_aug_20.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S2.mp3,44100,44100,0.47020408163265304,0.470204081632653,0.051292576,0.3426662538109756,8256.890266152026,5364.934293512473,14903.077362804877,0.06641286,-150.90424,27.224895,-41.75675,16.851173,-25.10513,16.191978,-25.121624,16.676548,-22.768345,13.56672,-23.944723,15.490033,-18.365667
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N3_S5_aug_21.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S5.mp3,44100,44100,0.5746938775510204,0.5746938775510204,0.02754451,0.33404296875,9199.465446335531,6067.2788506458755,16611.57421875,0.3267855,-238.86852,2.1436145,-25.762678,-3.056633,-8.917011,-4.0352006,-7.939796,-6.520955,-10.593066,-9.794093,-4.433557,2.2214975,4.7531776
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N3_S2_aug_22.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S2.mp3,44100,44100,0.7053061224489796,0.7053061224489796,0.025216665,0.15656217981557377,4558.762993918225,3537.5548803332636,8214.387487192624,0.00790964,-346.14352,61.159966,-99.89768,2.1562088,-59.671577,-10.959699,-44.645103,-13.265878,-36.613167,-18.713234,-26.766178,-5.958537,-10.840467
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N1_S5_aug_23.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S5.mp3,44100,44100,0.313469387755102,0.313469387755102,0.054762907,0.19724818638392858,6088.756185935963,4811.106181262346,11263.4033203125,0.11120518,-180.7529,24.569307,-78.796326,-9.083865,-25.873762,-9.550103,-33.467983,-19.307812,-10.847522,-3.7232385,0.76975363,5.818897,4.2588205
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N1_S1_aug_24.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S1.mp3,44100,44100,1.123265306122449,1.123265306122449,0.038313694,0.38067815721649484,8713.82814996259,5472.211302483131,15411.557667525773,0.08630735,-189.17407,22.101288,-29.76876,13.244795,-20.219822,14.290661,-19.834911,9.830855,-20.287138,10.3449335,-17.926714,11.942453,-14.122556
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N3_S4_aug_25.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N3_S4.mp3,44100,44100,0.5224489795918368,0.5224489795918368,0.030021561,0.36551036005434784,9339.438601372281,6197.657488624481,16947.098972486412,0.38568637,-205.02646,5.6150737,-23.062231,-4.1369586,-4.6770506,-2.2718475,-5.2182994,-3.281604,-7.7176733,-9.328423,-7.755692,-5.455462,-0.65082973
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N4_S2_aug_26.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N4_S2.mp3,44100,44100,0.47020408163265304,0.470204081632653,0.023425817,0.29526724466463417,7589.381620788064,5214.0442143763075,13956.666825457318,0.06713681,-244.11076,34.514507,-47.622658,14.8063135,-25.280025,12.621007,-26.555803,12.36059,-22.991093,8.077933,-25.019638,12.269418,-16.027891
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N1_S4_aug_27.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S4.mp3,44100,44100,0.9142857142857143,0.9142857142857144,0.018597385,0.19973175435126583,6684.022223262413,5613.417455488086,13600.262064873417,0.104735844,-331.55893,26.793299,-59.67203,-23.887655,-29.296303,-19.922857,-26.922178,-11.04786,-5.6601057,-1.400292,5.6553373,8.447574,2.0009015
augmented_balanced_same_dur\Ab-bew\BK_BNTK_Abbew_N1_S2_aug_28.wav,Ab-bew,NEITHER,True,input\PAMANA_Dataset\Luzon\Ab-bew_audios\Ab-bew_audios\BK_BNTK_Abbew_N1_S2.mp3,44100,44100,0.2873469387755102,0.2873469387755102,0.07488126,0.22654296875,6050.26104791364,3791.654519362747,10233.439453125,0.031058062,-216.74019,9.983117,-123.97503,2.9770913,-78.79836,-1.924658,-60.213654,-13.590647,-39.408367,-4.087245,-13.510607,10.457047,-7.2997
